ticker,strategy,timeframe,entry_time,exit_time,TimeInDays,AvgTimeInMarketHours,StdTimeInMarket,NoOfTrades,RatioNegative,TotalProfit%,AvgProfitPerTrade%,ProfitPositive%,ProfitNegative%,ratio,MinCumulative%,MaxCumulative%,runup%,drawdown%,MinPrice,MaxPrice,var,TradesPerDay,AdjustedProfit%,APPD
BINANCE:AGIXUSDT.P,Strategy v1,1m,2023-07-19 16:11:00,2023-07-20 14:47:00,0.9416666666666667,0.3766666666666667,,1,0%,0.004999999999999999,0.004999999999999999,0.004999999999999999,0.0,100.0,0.00%,0.00%,3.1,1.2,0.242,0.242,0.0%,0.0,0.04999999999999999,0.053097345132743355
BINANCE:AGIXUSDT.P,Strategy v15,1m,2023-07-17 10:29:00,2023-07-24 07:40:00,6.882638888888889,0.7155555555555556,0.252201418623202,2,0%,0.011799999999999967,0.005899999999999983,0.011799999999999967,0.0,100.0,0.00%,0.01%,4.0,2.3,0.228,0.2393,0.0%,0.3,0.11799999999999966,0.01714458682272218
BINANCE:AGIXUSDT.P,Strategy v19,1m,2023-07-17 08:58:00,2023-07-31 11:46:00,14.116666666666667,0.4227083333333334,0.7813506901603847,8,50%,-0.025899999999999965,-0.0032374999999999956,0.01310000000000001,-0.03899999999999997,0.3,-0.00%,0.00%,1.4,3.6,0.2187,0.2467,0.1%,0.6,-0.2589999999999997,-0.018347107438016506
BINANCE:AGIXUSDT.P,Strategy v2.1,1m,2023-07-17 06:08:00,2023-07-31 11:06:00,14.206944444444444,0.1472467771639043,0.10468556884187187,181,34%,0.026099999999999686,0.00014419889502762258,0.19520000000000015,-0.16909999999999994,1.2,-0.00%,0.03%,1.2,1.4,0.2147,0.2472,0.2%,12.7,0.26099999999999685,0.018371297292012683
BINANCE:AGIXUSDT.P,Strategy v2.1,1s,2023-07-06 00:22:00,2023-07-26 08:58:15,20.358506944444443,0.06636799620132955,0.08494151878778339,429,42%,-0.02470000000000013,-5.757575757575788e-05,0.32630000000000015,-0.3509999999999999,0.9,-0.00%,0.03%,0.7,1.2,0.2169,0.2707,0.2%,21.1,-0.24700000000000133,-0.01213252035986874
BINANCE:AGIXUSDT.P,Strategy v9.1,1m,2023-07-18 12:13:00,2023-07-30 15:05:00,12.119444444444445,1.0731944444444446,0.8755761918276863,4,50%,-0.030799999999999984,-0.007699999999999996,0.0015000000000000195,-0.03230000000000001,0.0,-0.02%,0.00%,1.6,4.5,0.2203,0.2359,0.1%,0.3,-0.30799999999999983,-0.025413706165482452
BINANCE:AGIXUSDT.P,[CP] ChannelBreakOutStrategy,1m,2023-07-10 00:00:00,2023-07-31 18:28:00,21.769444444444446,0.002778813617844081,0.002032763355183523,3218,92%,-2.801400000000041,-0.0008705407085146181,0.2564000000000013,-3.057800000000035,0.1,-0.00%,0.00%,0.3,0.2,0.2143,0.276,0.3%,147.8,-28.014000000000408,-1.286849559780547
BINANCE:AGIXUSDT.P,[CP] Keltner Channels Strategy,1m,2023-07-17 00:24:00,2023-07-31 18:14:00,14.743055555555555,0.021760967609676097,0.018333354903401655,271,85%,-0.2543999999999994,-0.0009387453874538723,0.0669999999999999,-0.32140000000000013,0.2,-0.00%,-0.25%,0.7,0.3,0.2146,0.2485,0.2%,18.4,-2.5439999999999943,-0.1725558172397547
BINANCE:AGIXUSDT.P,[CP] Momentum Strategy,1m,2023-07-17 00:15:00,2023-07-31 18:02:00,14.740972222222222,0.005307280728072807,0.004518968745108042,1111,90%,-0.9818000000000033,-0.0008837083708370867,0.1086000000000002,-1.090400000000006,0.1,-0.00%,0.00%,0.3,0.2,0.2144,0.2478,0.2%,75.4,-9.818000000000033,-0.6660347670419771
BINANCE:ALICEUSDT.P,Strategy v2.1,1s,2023-07-05 00:22:00,2023-07-26 08:58:39,21.35878472222222,0.08885783370003676,0.11317402539964418,404,25%,-0.648200000000006,-0.0016044554455445692,1.3485999999999994,-1.9967999999999977,0.7,-0.04%,0.02%,0.6,1.3,0.9359999999999999,1.103,0.2%,18.9,-6.48200000000006,-0.30348168607439646
BINANCE:ALPHAUSDT.P,Strategy v2.1,1s,2023-07-06 00:17:00,2023-07-26 11:47:11,20.479293981481483,0.07277906542423529,0.09442121133287548,471,87%,-0.33923000000000086,-0.0007202335456475603,0.02889000000000006,-0.3681200000000011,0.1,-0.00%,-0.34%,0.5,1.2,0.09637,0.1184,0.2%,23.0,-3.3923000000000085,-0.1656453588227951
BINANCE:ANTUSDT.P,Strategy v2.1,1s,2023-07-06 00:12:00,2023-07-26 00:25:57,20.0096875,0.06752488425925929,0.0814022798925727,400,24%,3.9700000000000255,0.009925000000000064,8.856799999999986,-4.886799999999994,1.8,-0.00%,4.02%,0.7,1.1,3.908,4.3580000000000005,0.1%,20.0,39.70000000000026,1.9840389811185337
BINANCE:APEUSDT.P,Strategy v2.1,1s,2023-07-06 00:19:00,2023-07-26 09:28:55,20.381886574074073,0.05307653320402693,0.08135528070305915,401,14%,2.3382000000000125,0.005830922693266864,4.817200000000011,-2.478999999999999,1.9,-0.04%,2.34%,0.8,1.2,1.807,2.16,0.2%,19.7,23.382000000000126,1.1471950800541801
BINANCE:API3USDT.P,Strategy Mix v1.1,1m,2023-07-14 18:23:00,2023-07-20 10:08:00,5.656250000000001,2.2625000000000006,,1,0%,0.015200000000000236,0.015200000000000236,0.015200000000000236,0.0,100.0,0.02%,0.02%,4.0,6.6,1.1159999999999999,1.1159999999999999,0.0%,0.2,0.15200000000000236,0.026872928176795992
BINANCE:API3USDT.P,Strategy v10,1m,2023-07-14 14:00:00,2023-07-26 03:15:00,11.552083333333334,0.18939814814814815,0.16817845980256743,6,67%,0.04420000000000015,0.0073666666666666915,0.07840000000000007,-0.03419999999999991,2.3,-0.01%,0.05%,3.2,1.0,0.9540000000000001,1.149,0.2%,0.5,0.4420000000000015,0.038261496844003734
BINANCE:API3USDT.P,Strategy v2.1,1m,2023-07-10 09:31:00,2023-07-31 00:55:00,20.641666666666666,0.16006293402777785,0.14998137225917194,256,34%,0.5112000000000001,0.0019968750000000004,2.224000000000006,-1.7127999999999965,1.3,-0.00%,0.51%,1.3,1.9,0.9490000000000001,1.155,0.2%,12.4,5.112000000000001,0.24765442067016558
BINANCE:API3USDT.P,Strategy v2.1,1s,2023-07-05 01:00:00,2023-07-26 12:00:38,21.458773148148147,0.08365736256837955,0.10221164936967839,413,22%,-0.051399999999997587,-0.00012445520581113218,2.243800000000013,-2.2951999999999972,1.0,-0.00%,0.25%,0.8,1.4,0.958,1.155,0.2%,19.2,-0.5139999999999758,-0.023952907114092543
BINANCE:API3USDT.P,[CP] ChannelBreakOutStrategy,1m,2023-07-10 00:00:00,2023-07-31 15:31:00,21.64652777777778,0.0037515690973410946,0.003168747800726555,2921,79%,-5.231799999999942,-0.0017910989387195967,2.0114000000000134,-7.243199999999969,0.3,-0.00%,0.02%,0.3,0.2,0.943,1.167,0.2%,134.9,-52.31799999999942,-2.41692342241183
BINANCE:API3USDT.P,[CP] Keltner Channels Strategy,1m,2023-07-10 01:18:00,2023-07-31 10:49:00,21.396527777777777,0.033172911283376405,0.031219696118211657,258,69%,-0.4184000000000022,-0.0016217054263565978,0.7567999999999997,-1.175200000000002,0.6,-0.00%,0.00%,0.9,0.5,0.948,1.155,0.2%,12.1,-4.184000000000022,-0.19554574664892513
BINANCE:API3USDT.P,[CP] Momentum Strategy,1m,2023-07-10 00:15:00,2023-07-31 15:09:00,21.620833333333334,0.008841601540378302,0.007713976304942021,981,74%,-1.628799999999999,-0.0016603465851172262,1.3234,-2.9521999999999746,0.4,-0.00%,-1.63%,0.5,0.3,0.9440000000000001,1.167,0.2%,45.4,-16.28799999999999,-0.7533474657930233
BINANCE:APTUSDT.P,Strategy v2.1,1s,2023-07-06 00:09:00,2023-07-26 02:57:56,20.117314814814815,0.06405759397457153,0.0840711531971723,402,18%,2.2844000000000295,0.0056825870646766904,10.790600000000014,-8.50620000000001,1.3,-0.03%,3.07%,0.5,1.1,6.879,7.92,0.2%,20.0,22.844000000000296,1.1355392213267694
BINANCE:ARBUSDT.P,Strategy v2.1,1s,2023-07-06 00:14:00,2023-07-26 02:58:05,20.11394675925926,0.05012484306340241,0.08164858943981179,354,21%,0.23919999999999178,0.0006757062146892423,1.2623999999999977,-1.0231999999999992,1.2,-0.00%,0.68%,0.4,0.9,1.1062,1.311,0.2%,17.6,2.3919999999999177,0.11892245856218069
BINANCE:ARPAUSDT.P,Strategy v2.1,1s,2023-07-06 01:09:00,2023-07-26 02:28:33,20.055243055555554,0.06375266694375169,0.08654819938585083,401,99%,-0.29515999999999976,-0.0007360598503740642,0.00014999999999998914,-0.29530999999999974,0.0,-0.00%,-0.30%,0.6,1.1,0.04659,0.0536,0.2%,20.0,-2.9515999999999973,-0.14717348435138347
BINANCE:ARUSDT.P,Strategy v2.1,1s,2023-07-06 00:15:00,2023-07-26 12:21:55,20.504803240740742,0.07226059188186047,0.09788836006765182,469,20%,1.8698000000000108,0.003986780383795332,13.439999999999946,-11.5702,1.2,-0.01%,2.39%,0.6,1.2,5.507999999999999,6.155,0.1%,22.9,18.698000000000107,0.9118839025409071
